100
pista1.jpg
1
13
<caminho>
1	145
76	158
111	147
125	127
114	103
78	78
88	32
98	21
120	17
132	21
171	60
207	120
212	160
201	190
184	203
129	213
105	212
88	220
84	237
95	255
115	268
207	277
303	271
358	261
392	216
394	188
377	177
358	181
310	223
283	238
252	231
236	213
256	161
257	106
229	42
251	27
296	22
357	27
440	51
449	71
442	90
383	71
332	64
307	68
298	84
305	114
325	137
371	139
409	129
436	177
445	226
441	265
421	311
284	323
169	321
101	312
58	296
42	319
38	343
40	379
49	420
64	435
85	431
95	415
83	389
94	376
144	356
157	364
169	396
161	422
170	436
204	439
226	426
233	404
236	377
245	367
261	371
273	393
273	424
282	435
326	422
338	379
353	367
375	368
379	370
389	382
396	407
397	441
391	476
</caminho>
<bloons>
0	0	verde
</bloons>
